aid,title,publication_date,source_name,content,country,publisher,original_topics,other_metadata,mf_authorityvice,mf_authorityvirtue,mf_fairnessvice,mf_fairnessvirtue,mf_harmvice,mf_harmvirtue,mf_ingroupvice,mf_purityvirtue,mf_purityvice,mf_moralitygeneral,mf_ingroupvirtue,year
20190421232809728,Senior leader hails Chinese medical assisstance in foreign countries,12/6/08 12:00 AM,BulkLexisNexis,NA,"People's Democratic Republic of Algeria, Algeria|People's Republic of China, China",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,1,0,0,0,1,2,0,0,0,3,2008
20190421233335688,Bangladesh says balance of payment remains healthy in July-September,12/14/08 12:00 AM,BulkLexisNexis,NA,United States|Bangladesh,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,1,0,6,0,0,2,0,0,0,0,2008
20190421233335528,Bangladesh says balance of payment remains healthy in July-September,12/14/08 12:00 AM,BulkLexisNexis,NA,United States|Bangladesh,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,1,0,6,0,0,2,0,0,0,0,2008
20190421233744328,Experts predict Cambodian real estate market to recover by 2010,12/16/08 12:00 AM,BulkLexisNexis,NA,"Kingdom of Thailand, Thailand|Kingdom of Cambodia, Cambodia|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,0,0,0,0,0,3,0,0,0,2,2008
20190421233744672,Experts predict Cambodian real estate market to recover by 2010,12/16/08 12:00 AM,BulkLexisNexis,NA,"Kingdom of Thailand, Thailand|Kingdom of Cambodia, Cambodia|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,0,0,0,0,0,3,0,0,0,2,2008
20190421025704356,News items from Asia-Pacific Desk of Xinhua,3/14/08 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Bangladesh|New Zealand|Republic of India, India|Republic of the Philippines, Philippines|Democratic Socialist Republic of Sri Lanka, Sri Lanka|Federal Democratic Republic of Nepal, Patheka, Nepal|People's Republic of China, China|Islamic Republic of Pakistan, Pakistan|United States|Socialist Republic of Vietnam, Vietnam|Libya|Kingdom of Thailand, Thailand|Malaysia|Republic of the Sudan, Sudan|Kingdom of Cambodia, Cambodia|Hong Kong Special Administrative Region, Hong Kong|Republic of Singapore, Singapore|Islamic Republic of Afghanistan, Afghanistan|Union of Burma, Myanmar",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",1,1,0,2,2,1,7,0,0,0,1,2008
20190421025704408,Nepal receives far less foreign aid in current fiscal year,3/14/08 12:00 AM,BulkLexisNexis,NA,"Federal Democratic Republic of Nepal, Patheka, Nepal|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,1,0,0,0,0,2,0,0,1,0,2008
20190421025704416,"Xinhua world economic news summary at 0430 GMT, March 14",3/14/08 12:00 AM,BulkLexisNexis,NA,"Federal Democratic Republic of Nepal, Patheka, Nepal|United States|New Zealand",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",0,1,0,0,0,0,1,0,0,0,0,2008
20190421031131612,"Xinhua General News Service May 6, 2008 Tuesday 9:25 AM EST",5/6/08 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Lao People's Democratic Republic, Laos|Republic of France, France|People's Republic of China, China|United States|Socialist Republic of Vietnam, Vietnam|Democratic Republic of the Congo|Republic of the Congo|Kingdom of Thailand, Thailand|United Kingdom of Great Britain and Northern Ireland, United Kingdom|Kingdom of Cambodia, Cambodia|Union of Burma, Myanmar",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,1,0,3,1,1,0,1,4,2008
20190421031131748,"Xinhua General News Service May 6, 2008 Tuesday 1:15 AM EST",5/6/08 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Lao People's Democratic Republic, Laos|Republic of France, France|People's Republic of China, China|United States|Socialist Republic of Vietnam, Vietnam|Democratic Republic of the Congo|Republic of the Congo|Kingdom of Thailand, Thailand|United Kingdom of Great Britain and Northern Ireland, United Kingdom|Kingdom of Cambodia, Cambodia|Union of Burma, Myanmar",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,1,0,3,1,1,0,1,4,2008
20190421031327472,"Xinhua General News Service May 13, 2008 Tuesday 11:40 AM EST",5/13/08 12:00 AM,BulkLexisNexis,NA,"People's Republic of China, China",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,0,0,3,0,0,0,1,2008
20190421031132396,"Xinhua General News Service May 16, 2008 Friday 7:40 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,1,0,0,0,0,5,0,0,0,3,2008
20190421031132400,"Xinhua General News Service May 16, 2008 Friday 4:55 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,0,0,5,0,0,0,3,2008
20190421031132416,"Xinhua General News Service May 16, 2008 Friday 1:17 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,1,0,0,0,0,5,0,0,0,4,2008
20190421031132492,"Xinhua General News Service May 16, 2008 Friday 1:16 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,2,0,4,0,1,0,3,2008
20190421031132500,"Xinhua General News Service May 16, 2008 Friday 1:16 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Republic of Korea, South Korea|People's Republic of China, China|Russian Federation, Russia|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,1,0,5,0,1,0,4,2008
20190421031132636,"Xinhua General News Service May 16, 2008 Friday 1:15 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,0,0,5,0,0,0,3,2008
20190421031132636,"Xinhua General News Service May 16, 2008 Friday 1:15 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,1,0,0,0,0,5,0,0,0,3,2008
20190421031132700,"Xinhua General News Service May 15, 2008 Thursday 10:57 PM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Republic of Korea, South Korea|Taiwan|People's Republic of China, China|Russian Federation, Russia|Japan|Hong Kong Special Administrative Region, Hong Kong|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,2,2,3,0,0,0,1,2008
20190421031132732,"Xinhua General News Service May 15, 2008 Thursday 8:55 PM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,1,0,4,0,1,0,2,2008
20190421031132736,"Xinhua General News Service May 15, 2008 Thursday 5:25 PM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Republic of Korea, South Korea|People's Republic of China, China|United States|Russian Federation, Russia|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,2,3,5,0,0,0,3,2008
20190421031132740,"Xinhua General News Service May 15, 2008 Thursday 4:40 PM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,1,0,4,0,1,0,2,2008
20190421031132744,"Xinhua General News Service May 15, 2008 Thursday 4:25 PM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,0,0,2,0,0,0,1,2008
20190421031132752,"Xinhua General News Service May 15, 2008 Thursday 2:25 PM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Taiwan|People's Republic of China, China|United States|Japan|Hong Kong Special Administrative Region, Hong Kong",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,2,3,2,0,0,0,3,2008
20190421031132816,"Xinhua General News Service May 15, 2008 Thursday 12:11 PM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Taiwan|People's Republic of China, China|Japan|Hong Kong Special Administrative Region, Hong Kong",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,2,2,2,0,0,0,2,2008
20190421031132928,"Xinhua General News Service May 15, 2008 Thursday 12:10 PM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Taiwan|People's Republic of China, China|Japan|Hong Kong Special Administrative Region, Hong Kong",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,2,1,1,0,0,0,1,2008
20190421031132996,"Xinhua General News Service May 15, 2008 Thursday 1:17 AM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Republic of Korea, South Korea|Taiwan|People's Republic of China, China|Russian Federation, Russia|Japan|Hong Kong Special Administrative Region, Hong Kong|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,2,2,3,0,0,0,1,2008
20190421031132996,"Xinhua General News Service May 15, 2008 Thursday 1:17 AM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Republic of Korea, South Korea|People's Republic of China, China|United States|Russian Federation, Russia|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,2,3,5,0,0,0,3,2008
20190421031132996,"Xinhua General News Service May 15, 2008 Thursday 1:17 AM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,1,0,4,0,1,0,2,2008
20190421031133036,"Xinhua General News Service May 15, 2008 Thursday 1:17 AM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Taiwan|People's Republic of China, China|Japan|Hong Kong Special Administrative Region, Hong Kong",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,2,2,2,0,0,0,2,2008
20190421031133168,"Xinhua General News Service May 15, 2008 Thursday 1:16 AM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Taiwan|People's Republic of China, China|Japan|Hong Kong Special Administrative Region, Hong Kong",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,2,1,1,0,0,0,1,2008
20190421031133204,"Xinhua General News Service May 15, 2008 Thursday 1:15 AM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Taiwan|People's Republic of China, China|United States|Japan|Hong Kong Special Administrative Region, Hong Kong",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,2,3,2,0,0,0,3,2008
20190421031133208,"Xinhua General News Service May 15, 2008 Thursday 1:15 AM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,0,0,2,0,0,0,1,2008
20190421031133208,"Xinhua General News Service May 15, 2008 Thursday 1:15 AM EST",5/15/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,1,0,4,0,1,0,2,2008
20190421031131852,"Xinhua General News Service May 17, 2008 Saturday 6:40 PM EST",5/17/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,3,0,0,0,3,4,0,1,0,1,2008
20190421031131856,"Xinhua General News Service May 17, 2008 Saturday 6:10 PM EST",5/17/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,2,0,0,0,3,4,0,1,0,1,2008
20190421031131856,"Xinhua General News Service May 17, 2008 Saturday 5:55 PM EST",5/17/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,0,2,4,0,0,0,1,2008
20190421031131856,"Xinhua General News Service May 17, 2008 Saturday 4:55 PM EST",5/17/08 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,0,2,3,0,0,0,1,2008
20190421031132096,"Xinhua General News Service May 17, 2008 Saturday 1:16 AM EST",5/17/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,0,2,4,0,0,0,1,2008
20190421031132096,"Xinhua General News Service May 17, 2008 Saturday 1:16 AM EST",5/17/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,2,0,0,0,3,4,0,1,0,1,2008
20190421031132100,"Xinhua General News Service May 17, 2008 Saturday 1:16 AM EST",5/17/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,3,0,0,0,3,4,0,1,0,1,2008
20190421031132144,"Xinhua General News Service May 17, 2008 Saturday 1:15 AM EST",5/17/08 12:00 AM,BulkLexisNexis,NA,NA,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Science \u0026 Technology""}",0,0,0,0,0,2,3,0,0,0,1,2008
20190421031132240,"Xinhua General News Service May 16, 2008 Friday 11:55 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,1,0,0,0,0,5,0,0,0,4,2008
20190421031132296,"Xinhua General News Service May 16, 2008 Friday 11:40 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Russian Federation, Russia|Republic of Korea, South Korea|People's Republic of China, China|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,2,0,4,0,1,0,3,2008
20190421031132300,"Xinhua General News Service May 16, 2008 Friday 11:40 AM EST",5/16/08 12:00 AM,BulkLexisNexis,NA,"Republic of Korea, South Korea|People's Republic of China, China|Russian Federation, Russia|Japan|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""DOMESTIC NEWS; Political""}",0,0,0,0,1,0,5,0,1,0,4,2008
20190426231411504,News items from Asia-Pacific Desk of Xinhua,8/2/10 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Macau Special Administrative Region, Macao|Islamic Republic of Pakistan, Pakistan|United States|Socialist Republic of Vietnam, Vietnam|Bangladesh|Republic of India, India|Kingdom of Thailand, Thailand|Malaysia|Kingdom of Cambodia, Cambodia|Hong Kong Special Administrative Region, Hong Kong|Republic of Singapore, Singapore|Union of Burma, Myanmar",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",0,2,0,0,5,1,5,0,0,2,1,2010
20190426231411648,Australian gov't commits to raise foreign aid,8/2/10 12:00 AM,BulkLexisNexis,NA,"Commonwealth of Australia, Australia|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,0,0,0,0,2,5,0,1,0,2,2010
20190426232455632,"Interview: China emphasizes effects, social responsibilities of foreign aid, says an energy expert",8/15/10 12:00 AM,BulkLexisNexis,NA,"Republic of Kenya, Kenya|People's Republic of China, China|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,0,1,1,2,1,4,0,2010
20190426232132920,Greek cash deficit reduced by 32.6 percent in first seven months of 2010,8/9/10 12:00 AM,BulkLexisNexis,NA,"United States|Hellenic Republic, Greece",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,1,0,0,0,0,1,1,0,0,1,2010
20190426231113200,Roundup: Foreign aid disbursement hits record high in Bangladesh,7/29/10 12:00 AM,BulkLexisNexis,NA,United States|Bangladesh,Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Economic""}",0,0,0,0,0,0,6,0,0,0,0,2010
20190426231113216,News items from Asia-Pacific Desk of Xinhua,7/29/10 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Macau Special Administrative Region, Macao|Bangladesh|New Zealand|Republic of India, India|Republic of the Philippines, Philippines|Japan|Democratic Socialist Republic of Sri Lanka, Sri Lanka|Federal Democratic Republic of Nepal, Patheka, Nepal|Republic of France, France|State of Kuwait, Kuwait|People's Republic of China, China|Islamic Republic of Pakistan, Pakistan|Socialist Republic of Vietnam, Vietnam|Kingdom of Thailand, Thailand|Malaysia|Kingdom of Cambodia, Cambodia|Hong Kong Special Administrative Region, Hong Kong|Republic of Fiji, Fiji|Republic of Singapore, Singapore|Union of Burma, Myanmar",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",1,7,0,0,4,5,5,1,0,0,1,2010
20190426233152888,Major news items in leading U.S. newspapers,8/21/10 12:00 AM,BulkLexisNexis,NA,"United States|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,1,0,0,0,2,1,0,0,0,0,2010
20190426233153056,News items from Asia-Pacific Desk of Xinhua,8/26/10 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Macau Special Administrative Region, Macao|Bangladesh|Japan|Republic of the Philippines, Philippines|Democratic Socialist Republic of Sri Lanka, Sri Lanka|Federal Democratic Republic of Nepal, Patheka, Nepal|People's Republic of China, China|Islamic Republic of Pakistan, Pakistan|Socialist Republic of Vietnam, Vietnam|Kingdom of Thailand, Thailand|Malaysia|Kingdom of Cambodia, Cambodia|Hong Kong Special Administrative Region, Hong Kong|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",3,7,0,2,5,0,8,0,0,0,4,2010
20190426233355964,"News Analysis: Corruption issue takes Afghan gov't, U.S. at loggerhead by Abdul Haleem",8/24/10 12:00 AM,BulkLexisNexis,NA,"Somalia|United States|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",1,8,0,0,4,2,4,1,0,2,0,2010
20190426233153644,News items from Asia-Pacific Desk of Xinhua,8/26/10 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Macau Special Administrative Region, Macao|Bangladesh|Japan|Republic of the Philippines, Philippines|Democratic Socialist Republic of Sri Lanka, Sri Lanka|Federal Democratic Republic of Nepal, Patheka, Nepal|People's Republic of China, China|Islamic Republic of Pakistan, Pakistan|Socialist Republic of Vietnam, Vietnam|Kingdom of Thailand, Thailand|Malaysia|Kingdom of Cambodia, Cambodia|Hong Kong Special Administrative Region, Hong Kong|Republic of Singapore, Singapore",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS""}",3,7,0,2,5,0,8,0,0,0,4,2010
20190426233355456,"News Analysis: Corruption issue takes Afghan gov't, U.S. at loggerhead by Abdul Haleem",8/24/10 12:00 AM,BulkLexisNexis,NA,"Somalia|United States|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",1,8,0,0,4,2,4,1,0,2,0,2010
20190426233815536,Two Russian pilots kidnapped in Darfur,8/30/10 12:00 AM,BulkLexisNexis,NA,"Republic of the Sudan, Sudan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,0,0,0,0,3,2,0,0,0,0,2010
20190426233815640,Two Russian pilots kidnapped in Darfur,8/30/10 12:00 AM,BulkLexisNexis,NA,"Republic of the Sudan, Sudan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Science \u0026 Technology""}",0,0,0,0,0,3,2,0,0,0,0,2010
20190427000405024,"Canada ""was not united"" in bid for Security Council seat: FM",10/12/10 12:00 AM,BulkLexisNexis,NA,"Federal Republic of Germany, Germany|Portuguese Republic, Portugal",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,1,0,0,0,4,3,0,0,0,3,2010
20190427003110628,Panel set up to review foreign aid program: Australian FM,11/15/10 12:00 AM,BulkLexisNexis,NA,"Commonwealth of Australia, Australia|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,0,0,2,0,1,0,1,2010
20190427003053732,Roundup: NGOs welcome Australian gov't to launch foreign aid review,11/16/10 12:00 AM,BulkLexisNexis,NA,"Commonwealth of Australia, Australia|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,2,0,1,0,0,6,0,1,0,0,2010
20190427003110448,Roundup: Cameron says Britain still a world power,11/15/10 12:00 AM,BulkLexisNexis,NA,"Republic of India, India|Republic of Iraq, Iraq|United Kingdom of Great Britain and Northern Ireland, United Kingdom|People's Republic of China, China|United States|Islamic Republic of Afghanistan, Afghanistan",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,5,0,0,4,3,7,0,0,1,4,2010
20190427003211316,Indonesia expects to complete reconstruction of disaster-hit areas in 2012,11/19/10 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Independent State of Papua New Guinea, Papua New Guinea|United States",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,0,2,0,1,0,0,0,2,2010
20190427003355876,News items from Asia-Pacific Desk of Xinhua,11/18/10 12:00 AM,BulkLexisNexis,NA,"Republic of Indonesia, Indonesia|Commonwealth of Australia, Australia|Taiwan|Bangladesh|New Zealand|Republic of India, India|Republic of the Philippines, Philippines|Japan|Democratic Socialist Republic of Sri Lanka, Sri Lanka|Cook Islands|Federal Democratic Republic of Nepal, Patheka, Nepal|Ireland|United States|Socialist Republic of Vietnam, Vietnam|Russian Federation, Russia|Kingdom of Cambodia, Cambodia|Hong Kong Special Administrative Region, Hong Kong|Republic of Singapore, Singapore|Islamic Republic of Afghanistan, Afghanistan|Union of Burma, Myanmar",Xinhua General News Service,NA,"{""publication type"":""PUBLICATION-TYPE: Newswire"",""section"":""WORLD NEWS; Political""}",0,0,0,2,6,2,8,0,1,0,1,2010
